ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.23323481116584566,0.47102807368492605,0.5201222995534457,0.9233592987205587,0.32115402007777877,-0.1738565226139099,0.27349787875614817,-1.0646623706833895,-0.7573675888409821
